55514	Whose room is this?	8832556	Ini kamar siapa?
55517	Whose bicycle is this?	5881903	Sepeda ini milik siapa?
56897	Whose is this book?	3864961	Buku siapa ini?
58875	Whose is this bicycle?	5881903	Sepeda ini milik siapa?
318701	A woman whose husband is dead is called a widow.	785450	Seorang wanita, yang suaminya meninggal, disebut janda.
9826635	I like white roses more than red ones.	4582769	Aku lebih suka mawar putih daripada mawar merah.
11158860	I play chess every day.	11947250	Aku bermain catur setiap hari.
4494056	Maybe Tom shouldn't be here.	11947252	Mungkin Tom seharusnya tidak berada di sini.
433763	I'm OK.	3479026	Aku baik-baik saja.
257272	I'm fine.	3479026	Aku baik-baik saja.
1202037	I'm Antonio.	11947738	Saya Antonio.
11613358	I'm Canadian, but I live in Australia.	11947744	Saya orang Kanada, tetapi saya tinggal di Australia.
11947767	We're too tired.	11947768	Kami terlalu lelah.
11947617	Tiziri corrected it.	11947774	Tiziri memperbaikinya.
11947581	She doesn't want to lend her sister a pen.	11947783	Dia tidak mau meminjamkan pena kepada kakaknya.
11947552	They looked for you in Tixeraine.	11947794	Mereka mencarimu di Tixeraine.
11947524	He moved to At Rzine.	11947797	Dia pindah ke At Rzine.
11945896	I didn't invite her to the party.	11947799	Aku tidak mengundangnya ke pesta.
11945862	Yuba does not drink coffee.	11947803	Yuba tidak minum kopi.
11947804	I almost threw up.	11947815	Aku hampir muntah.
11947732	They should eat.	11947823	Mereka harus makan.
11946931	He called his friend.	11947831	Dia menelepon temannya.
11946927	She called her husband.	11947832	Dia menelepon suaminya.
11873899	I'm still stuck.	11947854	Aku masih terjebak.
11873652	Tom still lives here.	11947870	Tom masih tinggal di sini.
11873912	I'm still curious.	11947872	Aku masih penasaran.
11873919	I'm still healthy.	11947873	Aku masih sehat.
20567	There is one apple on the desk.	11947878	Ada satu buah apel di atas meja.
19453	Is there a milkman?	11947881	Apakah ada tukang susu?
21185	Dry sand absorbs water.	11947882	Pasir yang kering menyerap air.
294120	He does not smoke.	11947883	Dia tidak merokok.
11943206	No one works there any more.	11947903	Tidak ada lagi yang bekerja di sana.
11943197	I don't know why he's late.	11947907	Aku tidak tahu mengapa dia terlambat.
11935951	She married one of his students.	11947922	Dia menikah dengan salah satu muridnya.
11899635	Don't forget to knock.	11947928	Jangan lupa mengetuk pintu.
11895817	You're reading the wrong books.	11947931	Kamu membaca buku-buku yang salah.
4502809	Everybody wants something.	11947937	Setiap orang menginginkan sesuatu.
348107	Come on in.	11251707	Masuklah.
7162486	His favorite subject is mathematics.	11137855	Mata pelajaran kesukaannya adalah Matematika.
10752488	He often went swimming in that river.	9996099	Dia sering pergi berenang di sungai itu.
279247	The phone is out of order.	4217216	Teleponnya rusak.
1565471	I look forward to it.	4390524	Saya menantikannya.
2250243	His name's Tom.	4556457	Namanya Tom.
8498193	Tom liked him.	4476968	Tom menyukainya.
8498192	Tom liked her.	4476968	Tom menyukainya.
2237167	Tom likes him.	4476968	Tom menyukainya.
2237175	Tom likes that.	4476968	Tom menyukainya.
2329335	I gave it back.	4739285	Aku mengembalikannya.
6884378	At last!	4897791	Akhirnya!
1438701	I'm sleepy.	11949768	Aku mengantuk.
1563110	I'm innocent.	11949777	Aku tidak bersalah.
1563108	I'm not guilty.	11949777	Aku tidak bersalah.
7780677	Dogs that are dead can't bite.	3221260	Anjing yang mati tak bisa menggigit.
7780327	Dead dogs can't bite.	3221260	Anjing yang mati tak bisa menggigit.
827295	I hate you.	11950413	Aku membencimu.
1213414	I don't love you.	11950425	Aku tidak mencintaimu.
9475674	Ok! Thanks.	11951655	Oke! Terima kasih.
9192040	Beef is expensive.	11951666	Daging sapi itu mahal.
11950832	There were cobwebs everywhere.	11951707	Ada sarang laba-laba di mana-mana.
11934251	Your aunt is waiting for you.	11951751	Bibimu menunggumu.
11787283	It's just a spider.	11951762	Itu cuman laba-laba.
5009640	Tom was killed by Mary.	4788287	Tom dibunuh Mary.
11953369	He spoke to him.	11953470	Dia berbicara kepadanya.
8479570	He spoke to her.	11953470	Dia berbicara kepadanya.
3998125	Dan and his friends gathered outside the police station.	11953535	Dan dan teman-temannya berkumpul di luar kantor polisi.
1422846	This is a Betamax cassette.	11953573	Ini kaset Betamax.
1211442	This is ice.	11953771	Ini es.
11953776	I didn't invite Tom to the party.	11953781	Aku tidak mengundang Tom ke pesta.
11009467	Done!	11954472	Selesai!
9353251	Hide!	11954477	Sembunyi!
7772536	I go.	11954484	Aku pergi.
1130100	Farewell!	11954538	Selamat tinggal!
7869885	Farewell.	11930273	Selamat tinggal.
3264694	Tom lost his new watch.	11954580	Tom kehilangan jam tangan barunya.
7590720	I don't know where he is.	11954595	Aku tidak tahu dia di mana.
8736219	I don't know where she is.	11954595	Aku tidak tahu dia di mana.
324673	It's five in the evening.	11954623	Sekarang jam lima sore.
7495284	Tom forgot to bring a torch.	11954639	Tom lupa membawa senter.
3428371	Tom forgot to bring a flashlight.	11954639	Tom lupa membawa senter.
11954648	She hates us.	11954650	Dia membenci kita.
8475968	He hates us.	11954650	Dia membenci kita.
11954692	I didn't invite him to the party.	11947799	Aku tidak mengundangnya ke pesta.
3989523	Dan didn't even want to go there.	11955855	Dan bahkan tidak ingin pergi ke sana.
4496800	This is complicated.	11955862	Ini rumit.
11536859	There are 64 districts in Bangladesh.	11955876	Ada 64 distrik di Bangladesh.
2239738	Tom was bald.	11922094	Tom botak.
11598049	I don't even know her last name.	11957930	Aku bahkan tidak tahu nama belakangnya.
2546472	It's strange, isn't it?	11958113	Aneh, kan?
9673116	Mount Everest is the tallest mountain in the world.	11958282	Gunung Everest adalah gunung paling tinggi di dunia.
10099902	Mt. Everest is the tallest mountain in the world.	11958282	Gunung Everest adalah gunung paling tinggi di dunia.
10741490	Mount Everest is the highest mountain in the world.	11207442	Gunung Everest adalah gunung tertinggi di dunia.
10099902	Mt. Everest is the tallest mountain in the world.	11207442	Gunung Everest adalah gunung tertinggi di dunia.
9673116	Mount Everest is the tallest mountain in the world.	11207442	Gunung Everest adalah gunung tertinggi di dunia.
302101	He can't read it.	11958296	Dia tidak bisa membacanya.
9673129	The tallest mountain in the world is Mount Everest.	11958302	Gunung tertinggi di dunia adalah Gunung Everest.
65301	Mt. Everest is the highest mountain in the world.	11958282	Gunung Everest adalah gunung paling tinggi di dunia.
10741490	Mount Everest is the highest mountain in the world.	11958282	Gunung Everest adalah gunung paling tinggi di dunia.
11958303	Tom is already three hours late.	11958313	Tom sudah telat tiga jam.
11959325	Bring a friend.	11959387	Ajak teman.
6873170	I'm going to play tennis.	751321	Saya akan bermain tenis.
11593910	It's weird, isn't it?	11958113	Aneh, kan?
2742946	He loves him.	11959743	Dia mencintainya.
394633	He loves her.	11959743	Dia mencintainya.
2742954	She loves her.	11959743	Dia mencintainya.
887283	She loves him.	11959743	Dia mencintainya.
1064354	Let's play hide-and-seek!	11959765	Ayo main petak umpet!
3914080	I kissed him.	10729459	Aku menciumnya.
887516	She wants to kiss him.	4924431	Dia ingin menciumnya.
1437170	She is crazy.	10644312	Dia gila.
1437171	She's crazy.	10644312	Dia gila.
432943	Mr Gorbachev, tear down this wall!	11962010	Tn. Gorbachev, runtuhkan tembok ini!
244193	Do you remember Mr Saito?	2932399	Apakah Anda ingat Tn. Saito?
2670275	Do you love her?	3369211	Apakah kamu mencintainya?
302877	He loves her. She loves him, too.	1503867	Dia mencintainya. Dia juga mencintainya.
28705	Accept a person's love.	1504999	Menerima cinta seseorang.
1766701	I love life.	3290568	Saya cinta hidup.
2818769	Do you love him?	3369211	Apakah kamu mencintainya?
326263	Is this love?	3478834	Apakah ini cinta?
1607904	This is true love.	4556024	Inilah cinta sejati.
3415382	Tom doesn't love me.	10256269	Tom tidak mencintaiku.
7385568	He loves his children.	3253781	Dia mencintai anak-anaknya.
3962692	This is my first love.	3363347	Ini cinta pertama saya.
11935535	I don't love him any more.	3508166	Aku tidak mencintainya lagi.
11935536	I don't love her any more.	3508166	Aku tidak mencintainya lagi.
1103327	I do not love him anymore.	3508166	Aku tidak mencintainya lagi.
628763	I love you, too.	6044285	Aku cinta kamu juga
2688199	I love you too.	6044285	Aku cinta kamu juga
327754	She looked bored while we were making love.	1652063	Dia terlihat bosan saat kami bercinta.
1994499	I'm too drunk.	11962079	Aku terlalu mabuk.
2046654	I'm too busy.	11962081	Saya terlalu sibuk.
5840547	I'm too thin.	11962082	Aku terlalu kurus.
5551009	I want popcorn.	11962085	Aku mau popcorn.
11369250	Ziri and Skura hacked Rima's computer.	11962087	Ziri dan Skura meretas komputer milik Rima.
3917997	I'm going to follow them.	11962088	Aku akan mengikuti mereka.
3917978	I'll follow them.	11962088	Aku akan mengikuti mereka.
8573851	Tom enjoys listening to heavy metal.	11962090	Tom suka mendengarkan musik heavy metal.
2111730	I'm glad.	11475044	Saya senang.
4397624	Is this a hoax?	11962094	Ini hoaks?
10508942	Tom touched Mary.	11962107	Tom menyentuh Mary.
1886713	What was inside?	11962109	Ada apa di dalamnya?
11960509	She didn't want to wait.	11962113	Dia tidak mau menunggu.
11960506	This is Rose.	11962114	Ini Rose.
11960502	I won't fix anything.	11962118	Saya tidak akan memperbaiki apa pun.
11960484	She's Muslim.	11962120	Dia muslim.
11960460	It's half past four.	11962122	Sekarang jam setengah lima.
11960456	We have to kill him.	11962124	Kita harus membunuhnya.
11956995	Are they inside or outside?	11962129	Mereka di dalam atau di luar?
11956986	Put it in.	11962131	Masukkan ke dalam.
11956318	It's on the bed.	11962133	Ada di tempat tidur.
11956314	I drive carefully.	11962135	Saya mengemudi dengan hati-hati.
11956312	Everything will be alright. I promise.	11962138	Semuanya akan baik-baik saja, aku janji.
11956288	That's my bed.	11820544	Itu tempat tidurku.
11953908	I lived here for three years.	11962140	Saya tinggal di sini selama tiga tahun.
11953907	You have to change your clothes.	11962144	Kamu harus ganti baju.
11953900	They are sitting on a bench.	11962146	Mereka sedang duduk di bangku.
11953887	She must have felt that something was wrong.	11962148	Dia pasti merasa ada yang salah.
11953889	She must've felt something was wrong.	11962148	Dia pasti merasa ada yang salah.
11953800	Sometimes I don't know why I'm crying.	11962150	Terkadang saya tidak tahu mengapa saya menangis.
11951578	He wasn't joking.	11962157	Dia tidak bercanda.
7463912	Tom stole Mary's money.	11962160	Tom mencuri uang Mary.
11947699	My aunt is a journalist.	11962163	Bibi saya seorang jurnalis.
11946062	When are they coming home?	11962165	Kapan mereka pulang?
11943420	Tom followed us everywhere.	11962166	Tom mengikuti kami ke mana-mana.
11962168	I'm terrified, too.	11962169	Aku juga ketakutan.
11919600	She is shorter than Tom.	11962170	Dia lebih pendek daripada Tom.
11914238	He wrote this song for his daughter.	11962171	Dia menulis lagu ini untuk putrinya.
11914146	This novel was published in 1862.	11962173	Novel ini diterbitkan pada tahun 1862.
11914107	She doesn't know what Mary is looking for.	11962174	Dia tidak tahu Mary sedang mencari apa.
11911343	Where is your chair?	11962175	Kursimu di mana?
11901374	Click on the red button.	11962176	Klik tombol merah.
11896900	Tom ordered apple juice.	11962179	Tom memesan jus apel.
11896897	That girl is my friend.	11962181	Gadis itu temanku.
11896893	I can count up to seventy.	11962183	Aku bisa menghitung sampai tujuh puluh.
11896881	Let her learn by herself.	11962186	Biarkan dia belajar sendiri.
11962178	The mastodons are extinct.	11962189	Mastodon sudah punah.
11896869	Salad is healthier than fries.	11962192	Salad lebih sehat daripada kentang goreng.
11896843	He says he'll phone tomorrow.	11962193	Dia bilang dia akan menelepon besok.
11888197	I will drive very slowly.	11962195	Saya akan mengemudi dengan sangat pelan.
11887612	Where did they hide?	11962196	Mereka bersembunyi di mana?
11883664	I'm the one who got injured.	11962198	Sayalah yang terluka.
11881152	They haven't eaten anything today.	11962200	Mereka belum makan apa-apa hari ini.
11880685	He won't go anywhere if he goes by foot.	11962202	Dia gak akan ke mana-mana kalau dia jalan kaki.
9951546	The front door is open.	11962205	Pintu depan terbuka.
4296841	This time, I think you're right.	11962208	Kali ini aku pikir kamu benar.
11963142	Tom has some.	11963158	Tom punya beberapa.
11963159	I'm too fast.	11963163	Aku terlalu cepat.
11962966	Adam is reading a book.	11963176	Adam sedang membaca buku.
454468	Jump as high as you can.	929166	Lompatlah setinggi mungkin.
10210986	Ziri slapped Rima.	11963255	Ziri menampar Rima.
8503926	She knew you loved her.	11963257	Dia tahu kamu mencintainya.
11667700	Nothing seemed to be missing from Tobias's apartment.	11963258	Sepertinya tidak ada yang hilang dari apartemen Tobias.
6040266	Tom wrote a book about his family.	11963260	Tom menulis buku tentang keluarganya.
2237623	Tom rescued Mary.	11964449	Tom menyelamatkan Mary.
11963709	Boldi found dog feces on the porch.	11964450	Boldi menemukan kotoran anjing di teras.
2236194	Tom deceived Mary.	3478473	Tom menipu Mary.
2236292	Tom found Mary.	11964452	Tom menemukan Mary.
11963554	Martha slept like a mermaid.	11964453	Martha tidur seperti putri duyung.
801758	He isn't afraid of death.	11964456	Dia tidak takut mati.
5105730	Tom intimidated Mary.	11964458	Tom mengintimidasi Mary.
1417115	We have to obey the rules.	11964468	Kita harus menaati peraturan.
1029232	Tom disappointed Mary.	11964470	Tom mengecewakan Mary.
6662199	Tom likes Mary, too.	11964478	Tom juga menyukai Mary.
4308060	"Don't be like that." "Like what?"	11964551	"Jangan seperti itu." "Seperti apa?"
1761449	Are there any beaches in Germany?	11964583	Apakah ada pantai di Jerman?
1761410	Does Coca-Cola contain caffeine?	11964585	Apakah Coca-Cola mengandung kafein?
11195875	Ziri heard the footsteps of an animal.	11964592	Ziri mendengar suara langkah kaki binatang.
4512186	At first, she thought it was a joke.	11964593	Awalnya, dia pikir itu lelucon.
8749349	I'm mute.	11964607	Aku bisu.
2111753	I'm blind.	11964615	Aku buta.
11964599	Dress modestly.	11964623	Berpakaian sopan.
11964625	Do problem five on the board.	11964634	Kerjakan soal kelima di papan tulis.
11964628	This cheese is delicious.	11964641	Keju ini enak.
9330102	Jim looked to the right and to the left before crossing the street.	11964650	Jim melihat ke kanan dan ke kiri sebelum menyeberang jalan.
11964653	Just imagine!	11964678	Bayangkan saja!
11698512	I'm poor. You're rich.	11696580	Aku miskin. Kamu kaya.
1270554	Leave!	4556833	Pergi!
1349139	Southward.	11965058	Ke arah selatan.
2835472	Indeed!	11965061	Memang!
3077876	Respond.	11965063	Jawab.
3613319	Hello?	11965064	Halo?
4538711	Sad!	4345243	Menyedihkan!
5723530	Correct.	10069363	Benar.
8365490	I don't have an Adam's apple.	11966681	Aku tidak punya jakun.
259299	I waited and waited.	11966812	Aku menunggu dan menunggu.
1821391	He looked at me and smiled.	2932396	Dia melihatku dan tersenyum.
316246	She married him.	4449224	Ia menikah dengannya.
6276632	He married him.	4449226	Ia menikahinya.
10710461	She married her.	4449226	Ia menikahinya.
6276632	He married him.	4449224	Ia menikah dengannya.
10710461	She married her.	4449224	Ia menikah dengannya.
3528020	He married her.	4449224	Ia menikah dengannya.
2401190	Tom says he's not guilty.	11966837	Tom bilang dia tidak bersalah.
7493628	Tom says he isn't guilty.	11966837	Tom bilang dia tidak bersalah.
5024662	Tom says he's innocent.	11966837	Tom bilang dia tidak bersalah.
2401190	Tom says he's not guilty.	5026571	Tom berkata dia tidak bersalah.
7493628	Tom says he isn't guilty.	5026571	Tom berkata dia tidak bersalah.
6651741	Tom said he was innocent.	11966837	Tom bilang dia tidak bersalah.
1024244	Tom said that he was innocent.	11966837	Tom bilang dia tidak bersalah.
6273292	Tom said he's innocent.	11966837	Tom bilang dia tidak bersalah.
7179414	Tom said that he's innocent.	11966837	Tom bilang dia tidak bersalah.
